Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
268,0.878905,0.000709,0.000011,0.000630,0.001210,0.019508,0.097057,0.001698,0.000058,0.000212
269,0.490951,0.495485,0.000102,0.001674,0.007770,0.000256,0.000928,0.001878,0.000009,0.000948
270,0.174317,0.009849,0.001841,0.130123,0.132403,0.013088,0.011525,0.474472,0.000075,0.052306
271,0.560926,0.310113,0.000004,0.095525,0.000976,0.001668,0.028809,0.000002,0.000018,0.001960
272,0.396673,0.471429,0.042388,0.023601,0.002430,0.002115,0.057790,0.000034,0.003535,0.000005
273,0.081993,0.031111,0.137909,0.093814,0.108911,0.121862,0.100247,0.013833,0.000143,0.310178
274,0.167405,0.031218,0.026077,0.037683,0.171440,0.171235,0.086048,0.027966,0.275494,0.005433
275,0.335943,0.012137,0.028229,0.000012,0.001348,0.000355,0.109708,0.473893,0.000000,0.038375
276,0.514813,0.097215,0.001888,0.120486,0.012474,0.103816,0.142104,0.002955,0.001383,0.002865
277,0.520907,0.003679,0.000210,0.003762,0.332998,0.034501,0.057638,0.046270,0.000016,0.000019
278,0.967440,0.005786,0.000209,0.002765,0.000971,0.000485,0.018115,0.003495,0.000149,0.000583
279,0.317224,0.005547,0.003248,0.177173,0.064840,0.038660,0.004477,0.354379,0.026907,0.007544
280,0.655754,0.031599,0.007545,0.000051,0.055922,0.005646,0.236442,0.005599,0.001234,0.000208
281,0.050948,0.057418,0.141165,0.097592,0.350193,0.163764,0.048703,0.047347,0.007812,0.035057
282,0.976185,0.004965,0.015588,0.000379,0.002059,0.000336,0.000353,0.000067,0.000000,0.000067
283,0.834739,0.000677,0.002433,0.005282,0.001148,0.050582,0.021336,0.059473,0.000000,0.024329
284,0.433931,0.019020,0.002563,0.028506,0.102080,0.130770,0.029988,0.252259,0.000237,0.000646
285,0.666765,0.005607,0.000199,0.000298,0.022213,0.005473,0.000550,0.298411,0.000351,0.000133
286,0.053662,0.709656,0.213820,0.000187,0.000433,0.000243,0.021126,0.000061,0.000037,0.000776
287,0.077644,0.007501,0.137182,0.176633,0.155275,0.015621,0.040137,0.027410,0.042766,0.319831
288,0.665050,0.010687,0.008565,0.001219,0.086199,0.008397,0.013615,0.099257,0.002855,0.104157
289,0.175446,0.023959,0.000531,0.076433,0.007014,0.002540,0.036276,0.629223,0.000000,0.048578
290,0.825322,0.139705,0.000160,0.000652,0.007778,0.000364,0.015116,0.004345,0.000000,0.006557
291,0.985301,0.009072,0.004321,0.000000,0.000060,0.000001,0.000127,0.000012,0.000000,0.001105
292,0.840276,0.013445,0.000940,0.053198,0.024106,0.003838,0.037947,0.014754,0.000034,0.011464
293,0.011973,0.036784,0.245533,0.001194,0.000977,0.108706,0.003261,0.069736,0.001417,0.520419
294,0.840808,0.016987,0.000956,0.012218,0.013711,0.065241,0.035793,0.010081,0.000169,0.004035
295,0.230987,0.002164,0.001564,0.005718,0.193530,0.403899,0.040494,0.119828,0.000020,0.001796
296,0.114254,0.045537,0.000523,0.472765,0.000105,0.035947,0.000141,0.295955,0.000000,0.034774
297,0.870398,0.012250,0.013874,0.002833,0.043641,0.007557,0.042280,0.001860,0.001206,0.004101
298,0.907451,0.075512,0.003265,0.000555,0.007935,0.003912,0.001154,0.000178,0.000002,0.000035
299,0.843463,0.032769,0.001798,0.000802,0.000973,0.001249,0.035063,0.083689,0.000112,0.000082
300,0.901986,0.039834,0.000025,0.000003,0.042069,0.000572,0.013846,0.001482,0.000000,0.000183
301,0.687061,0.136329,0.000740,0.000079,0.075253,0.000499,0.012829,0.024006,0.000050,0.063154
302,0.794408,0.008451,0.001784,0.000030,0.072694,0.000191,0.004652,0.106635,0.003757,0.007397
303,0.360786,0.047837,0.000154,0.003894,0.110484,0.284321,0.001500,0.185698,0.005068,0.000259
304,0.983170,0.001635,0.001340,0.000416,0.006509,0.000213,0.003811,0.000703,0.002170,0.000033
305,0.004808,0.238305,0.522024,0.001682,0.000816,0.186835,0.028817,0.000001,0.016713,0.000000
306,0.753038,0.002186,0.214818,0.000030,0.000037,0.000037,0.002450,0.007857,0.008341,0.011206
307,0.805447,0.005914,0.000042,0.000069,0.003622,0.000418,0.063342,0.120493,0.000000,0.000652
308,0.970938,0.023852,0.000015,0.001872,0.000788,0.000409,0.001964,0.000000,0.000000,0.000162
309,0.771164,0.012173,0.003906,0.083061,0.097119,0.004129,0.007387,0.020834,0.000221,0.000005
310,0.857329,0.118555,0.001566,0.000012,0.001476,0.000048,0.018176,0.002820,0.000008,0.000008
311,0.536454,0.004002,0.002061,0.000099,0.234117,0.003541,0.022611,0.151691,0.000011,0.045413
312,0.049875,0.040447,0.843123,0.001981,0.000755,0.045499,0.012345,0.002807,0.001400,0.001769
313,0.335256,0.515508,0.028468,0.072885,0.009592,0.022452,0.003738,0.001094,0.000003,0.011003
314,0.309804,0.464345,0.024559,0.022246,0.048408,0.010969,0.083345,0.000038,0.035889,0.000397
315,0.035986,0.866503,0.018699,0.001279,0.005140,0.019815,0.051357,0.000003,0.001203,0.000016
316,0.149209,0.024045,0.564366,0.000653,0.048341,0.024980,0.017136,0.125805,0.005598,0.039867
317,0.312756,0.604637,0.049495,0.001578,0.000915,0.029503,0.000303,0.000004,0.000808,0.000001
318,0.952894,0.006061,0.001963,0.000437,0.017227,0.007341,0.012790,0.000838,0.000270,0.000180
319,0.528769,0.453479,0.001454,0.000055,0.002285,0.001376,0.006251,0.000622,0.001328,0.004379
320,0.911606,0.023359,0.002702,0.000904,0.002433,0.000329,0.006416,0.000096,0.000077,0.052079
321,0.823098,0.068543,0.006082,0.000158,0.007842,0.000010,0.013955,0.053872,0.000006,0.026434
322,0.279586,0.535089,0.001800,0.132306,0.006384,0.011584,0.016630,0.005815,0.008281,0.002526
323,0.430413,0.000149,0.017275,0.000901,0.033322,0.037549,0.040007,0.432931,0.000170,0.007282
324,0.834337,0.016657,0.043705,0.000508,0.015900,0.000117,0.061273,0.027328,0.000000,0.000174
325,0.955823,0.007376,0.000205,0.000268,0.000555,0.000383,0.000589,0.021477,0.000000,0.013326
326,0.215837,0.004420,0.001506,0.020739,0.004834,0.375843,0.003405,0.368426,0.001243,0.003747
327,0.112334,0.003281,0.031370,0.000411,0.027492,0.801156,0.000115,0.000601,0.023238,0.000002
328,0.911608,0.002802,0.005833,0.000731,0.072074,0.004421,0.000474,0.001975,0.000001,0.000080
329,0.812831,0.079969,0.001163,0.006057,0.040206,0.001411,0.050986,0.006266,0.000438,0.000672
330,0.838129,0.050151,0.000012,0.000523,0.065357,0.012278,0.027212,0.004889,0.000006,0.001444
331,0.457817,0.002918,0.001580,0.448921,0.010911,0.006183,0.003045,0.064943,0.000013,0.003667
332,0.378759,0.001389,0.486657,0.000073,0.078995,0.000959,0.028189,0.021602,0.000006,0.003371
333,0.609728,0.127392,0.055119,0.006047,0.023694,0.101439,0.047163,0.017986,0.000306,0.011127
334,0.955509,0.010092,0.009899,0.000002,0.000348,0.000011,0.008174,0.002243,0.000000,0.013721
335,0.978283,0.004017,0.001611,0.000188,0.009340,0.001254,0.003605,0.001152,0.000062,0.000489
336,0.393999,0.001724,0.003398,0.001378,0.375549,0.000692,0.210570,0.005436,0.001095,0.006159
337,0.811101,0.000636,0.019766,0.003233,0.080610,0.079744,0.002287,0.000332,0.000000,0.002290
338,0.200757,0.038349,0.030940,0.090050,0.046422,0.043448,0.048810,0.401116,0.000087,0.100022
339,0.058380,0.003206,0.404510,0.001561,0.144420,0.367207,0.006812,0.013167,0.000736,0.000001
340,0.119183,0.012256,0.201659,0.371325,0.023241,0.241313,0.028331,0.000023,0.000687,0.001981
341,0.428772,0.005944,0.000651,0.151221,0.048454,0.024781,0.001726,0.324165,0.000022,0.014263
342,0.071516,0.223426,0.015305,0.344475,0.041338,0.172892,0.049923,0.010511,0.070160,0.000453
343,0.911201,0.000455,0.001944,0.000062,0.065422,0.003020,0.012443,0.001613,0.000002,0.003839
344,0.427173,0.514564,0.002514,0.003689,0.006794,0.028448,0.008261,0.000024,0.008123,0.000410
345,0.805437,0.011286,0.000206,0.000052,0.000716,0.001841,0.012781,0.152202,0.000171,0.015307
346,0.238926,0.399394,0.000498,0.328883,0.002424,0.003714,0.023558,0.000006,0.002536,0.000061
347,0.271821,0.085572,0.233114,0.000104,0.101355,0.280389,0.021602,0.000004,0.006039,0.000001
348,0.025396,0.003894,0.860259,0.000080,0.069004,0.041364,0.000001,0.000001,0.000000,0.000000
349,0.089009,0.003905,0.014436,0.100929,0.420099,0.326147,0.008388,0.009044,0.018583,0.009460
350,0.780922,0.188883,0.021192,0.000083,0.004794,0.002170,0.000414,0.001498,0.000012,0.000033
351,0.971618,0.016542,0.001687,0.000042,0.000656,0.000380,0.007448,0.000542,0.000000,0.001086
352,0.050629,0.005837,0.408834,0.001935,0.075436,0.418160,0.005269,0.004506,0.029374,0.000020
353,0.058169,0.209283,0.354795,0.118859,0.022089,0.074492,0.001070,0.000000,0.161243,0.000000
354,0.294720,0.062095,0.021655,0.009585,0.105080,0.493482,0.003280,0.001207,0.008852,0.000044
355,0.829040,0.145465,0.002964,0.000114,0.006585,0.005470,0.004349,0.002818,0.000572,0.002623
356,0.976117,0.008482,0.002001,0.000031,0.006881,0.000028,0.001361,0.001847,0.000000,0.003251
357,0.484121,0.001659,0.000263,0.001983,0.009312,0.038164,0.010419,0.339651,0.114325,0.000103
358,0.775491,0.009405,0.213753,0.000007,0.000001,0.001342,0.000000,0.000000,0.000000,0.000000
359,0.339530,0.121901,0.025582,0.006865,0.101871,0.086362,0.073171,0.207628,0.000044,0.037047
360,0.910420,0.054066,0.000240,0.000014,0.009016,0.001845,0.001874,0.019189,0.001936,0.001400
361,0.706877,0.001145,0.000157,0.001987,0.004648,0.000987,0.004781,0.247050,0.000005,0.032362
362,0.697004,0.000450,0.000052,0.000021,0.274842,0.001496,0.000389,0.025742,0.000000,0.000005
363,0.522307,0.002717,0.000924,0.000196,0.018525,0.004179,0.001264,0.449348,0.000052,0.000487
364,0.017330,0.489769,0.430333,0.000311,0.001210,0.060779,0.000206,0.000007,0.000007,0.000048
365,0.109670,0.351594,0.000663,0.039483,0.148521,0.108250,0.031527,0.000154,0.210001,0.000137
366,0.143474,0.011589,0.770884,0.000894,0.018061,0.023389,0.010701,0.011854,0.003147,0.006007
367,0.884320,0.055850,0.003575,0.000023,0.035680,0.006829,0.002060,0.011274,0.000015,0.000372
368,0.323115,0.653557,0.006848,0.001489,0.003360,0.006099,0.005247,0.000025,0.000050,0.000209
369,0.117240,0.342441,0.001008,0.532394,0.000234,0.005372,0.000778,0.000003,0.000000,0.000529
370,0.154825,0.054455,0.016717,0.034829,0.010769,0.708174,0.012931,0.006008,0.000136,0.001155
371,0.372817,0.204233,0.141570,0.000833,0.049192,0.003832,0.023320,0.202187,0.000002,0.002013
372,0.411068,0.525741,0.000663,0.000994,0.003172,0.002410,0.008514,0.003735,0.000008,0.043695
373,0.849323,0.016928,0.013510,0.007966,0.021109,0.028553,0.044522,0.017505,0.000008,0.000574
374,0.525792,0.008612,0.003166,0.018265,0.157293,0.102501,0.053824,0.101244,0.005641,0.023663
375,0.692617,0.262451,0.008515,0.002949,0.025947,0.000140,0.003386,0.001287,0.000782,0.001926
376,0.247083,0.057014,0.003101,0.140389,0.092724,0.390356,0.004816,0.012330,0.003967,0.048221
377,0.202906,0.436722,0.026660,0.217577,0.011274,0.087169,0.012502,0.001281,0.000036,0.003873
378,0.935089,0.061125,0.000014,0.000001,0.002541,0.000071,0.001072,0.000084,0.000000,0.000002
379,0.877656,0.012979,0.010843,0.000627,0.007087,0.020117,0.004960,0.002324,0.002015,0.061392
380,0.775260,0.031682,0.004644,0.083165,0.020961,0.014869,0.041563,0.016368,0.000005,0.011482
381,0.422881,0.000485,0.002802,0.001974,0.046574,0.013337,0.001497,0.505632,0.000334,0.004483
382,0.915198,0.046271,0.000699,0.000549,0.004584,0.001203,0.004641,0.023105,0.000136,0.003613
383,0.920950,0.019891,0.015867,0.000257,0.018119,0.000901,0.006255,0.003953,0.000000,0.013806
384,0.883135,0.090711,0.006358,0.000403,0.001262,0.000400,0.012609,0.004866,0.000003,0.000253
385,0.631672,0.005374,0.001587,0.283154,0.043447,0.026245,0.003684,0.000762,0.000008,0.004067
386,0.073336,0.023776,0.485938,0.027554,0.143286,0.186467,0.017978,0.000293,0.041299,0.000072
387,0.043099,0.067711,0.718464,0.017000,0.005385,0.120889,0.004407,0.005446,0.003754,0.013845
388,0.888628,0.093709,0.007474,0.000012,0.007052,0.000276,0.002555,0.000242,0.000005,0.000046
389,0.976890,0.005218,0.002298,0.000016,0.001124,0.000162,0.000211,0.000143,0.000001,0.013936
390,0.116279,0.713360,0.005190,0.069192,0.000404,0.060195,0.004486,0.000379,0.028890,0.001624
391,0.539863,0.064657,0.001168,0.115270,0.062618,0.030835,0.014832,0.113085,0.002012,0.055661
392,0.972164,0.005075,0.002992,0.002100,0.002036,0.002133,0.013232,0.000050,0.000187,0.000030
393,0.237668,0.009226,0.000024,0.053272,0.010288,0.485467,0.194625,0.005063,0.000019,0.004349
394,0.958162,0.011255,0.017216,0.000004,0.012551,0.000221,0.000581,0.000008,0.000003,0.000000
395,0.054327,0.101284,0.007847,0.607411,0.001418,0.000756,0.018123,0.000025,0.000000,0.208809
396,0.125690,0.039228,0.045477,0.001017,0.216734,0.008776,0.458168,0.076602,0.001049,0.027259
397,0.900135,0.030869,0.000440,0.000000,0.055363,0.000012,0.012533,0.000372,0.000033,0.000242
398,0.218843,0.115477,0.031689,0.316720,0.065786,0.112667,0.040808,0.033585,0.015091,0.049332
399,0.362559,0.002505,0.047432,0.012200,0.000933,0.028227,0.014111,0.498055,0.000012,0.033967
400,0.672013,0.000244,0.000045,0.001829,0.008645,0.045338,0.001065,0.265557,0.000005,0.005259
401,0.394911,0.455618,0.010949,0.000078,0.002415,0.131078,0.000590,0.000005,0.004333,0.000024
402,0.892314,0.093024,0.004003,0.000375,0.004319,0.000148,0.000337,0.000054,0.000016,0.005409
403,0.107478,0.009443,0.000029,0.353416,0.013895,0.104864,0.077631,0.025851,0.000000,0.307393
404,0.530313,0.454127,0.000183,0.005267,0.000158,0.000301,0.009616,0.000001,0.000004,0.000030
405,0.339967,0.430582,0.054338,0.013868,0.065575,0.037490,0.042286,0.001414,0.001069,0.013410
406,0.006713,0.905309,0.071637,0.008272,0.000768,0.003748,0.003481,0.000002,0.000000,0.000070
407,0.629645,0.157809,0.045883,0.004938,0.139879,0.007581,0.004270,0.001130,0.001215,0.007650
408,0.504331,0.151127,0.005754,0.148315,0.008126,0.014796,0.127924,0.002079,0.000020,0.037527
409,0.784321,0.103134,0.000878,0.000018,0.002358,0.000037,0.002097,0.093477,0.000192,0.013489
410,0.907818,0.019252,0.001264,0.004791,0.044506,0.008638,0.003981,0.002804,0.003411,0.003536
411,0.928060,0.011074,0.003296,0.000459,0.003601,0.004739,0.000621,0.045839,0.000000,0.002310
412,0.232400,0.064124,0.008649,0.375412,0.112310,0.179446,0.006884,0.009281,0.007284,0.004211
413,0.294750,0.001758,0.014492,0.000625,0.001263,0.067962,0.031260,0.587439,0.000001,0.000450
414,0.725917,0.005788,0.000464,0.007828,0.024700,0.034695,0.184554,0.010413,0.005050,0.000589
415,0.363222,0.593392,0.019761,0.000861,0.005643,0.005253,0.011101,0.000300,0.000008,0.000458
416,0.983888,0.002225,0.001259,0.000071,0.004986,0.000047,0.007085,0.000179,0.000003,0.000257
417,0.006765,0.026428,0.000477,0.015275,0.106213,0.011744,0.032590,0.000001,0.481287,0.319221
418,0.985084,0.003702,0.000549,0.000005,0.008153,0.000892,0.000377,0.001048,0.000085,0.000105
419,0.250846,0.042904,0.001738,0.297116,0.012408,0.345079,0.038913,0.010428,0.000561,0.000007
420,0.324037,0.005988,0.181167,0.006030,0.143043,0.305767,0.010000,0.000003,0.023964,0.000001
421,0.855183,0.092672,0.002697,0.010867,0.001481,0.003084,0.032866,0.000768,0.000028,0.000353
422,0.334817,0.236465,0.122931,0.153570,0.003174,0.056977,0.076234,0.011078,0.002671,0.002083
423,0.708857,0.047033,0.000431,0.010298,0.085033,0.012626,0.119814,0.000804,0.004076,0.011028
424,0.372787,0.068934,0.001485,0.104813,0.233152,0.085244,0.078325,0.007688,0.047178,0.000393
425,0.751790,0.065426,0.002981,0.002014,0.010403,0.002522,0.018728,0.113354,0.013204,0.019580
426,0.022036,0.009363,0.000016,0.438626,0.309006,0.004058,0.207081,0.000004,0.000048,0.009762
427,0.026130,0.916648,0.024331,0.000022,0.003406,0.028961,0.000232,0.000000,0.000270,0.000000
428,0.090365,0.004326,0.000388,0.163598,0.080996,0.479457,0.063866,0.116729,0.000002,0.000275
429,0.410612,0.001883,0.431164,0.001445,0.041970,0.038237,0.001486,0.008156,0.000257,0.064790
430,0.059306,0.460527,0.130804,0.000680,0.165966,0.147685,0.015142,0.001931,0.014100,0.003860
431,0.582111,0.166825,0.000046,0.022031,0.009791,0.213679,0.000669,0.004765,0.000069,0.000014
432,0.780312,0.016790,0.000989,0.000242,0.002484,0.001174,0.006691,0.013634,0.000077,0.177607
433,0.942460,0.030929,0.001381,0.000105,0.014456,0.001914,0.006777,0.000692,0.000260,0.001026
434,0.217460,0.017745,0.000219,0.633412,0.012280,0.080847,0.012434,0.016283,0.007429,0.001890
435,0.599626,0.021081,0.002285,0.004027,0.115864,0.013735,0.037569,0.085723,0.000024,0.120064
436,0.972580,0.011671,0.003292,0.003026,0.001155,0.001529,0.004860,0.001462,0.000105,0.000320
437,0.136436,0.008014,0.733288,0.001074,0.064781,0.044200,0.001461,0.010636,0.000022,0.000088
438,0.053235,0.445993,0.157601,0.001799,0.012454,0.207604,0.010220,0.000076,0.110740,0.000279
439,0.104816,0.073808,0.028233,0.063175,0.649749,0.010699,0.031144,0.000068,0.022598,0.015710
440,0.430987,0.063978,0.015378,0.061546,0.033248,0.030543,0.169841,0.062551,0.006320,0.125608
441,0.397202,0.109800,0.092169,0.033304,0.058733,0.103397,0.023616,0.008358,0.132338,0.041084
442,0.725117,0.000831,0.002525,0.001114,0.113335,0.031903,0.016586,0.103773,0.000855,0.003960
443,0.589861,0.011419,0.008413,0.004336,0.300826,0.014324,0.028611,0.012174,0.028816,0.001220
444,0.709727,0.001759,0.003335,0.007651,0.060434,0.038181,0.002336,0.163976,0.000002,0.012599
445,0.049834,0.003774,0.926554,0.001161,0.000750,0.014578,0.003345,0.000001,0.000001,0.000002
446,0.042749,0.004734,0.745349,0.009606,0.014328,0.006949,0.172848,0.000473,0.001434,0.001531
447,0.969765,0.009451,0.001629,0.000032,0.003699,0.000617,0.006185,0.006873,0.000006,0.001744
448,0.896902,0.013796,0.001223,0.000418,0.049322,0.013648,0.024283,0.000230,0.000106,0.000071
449,0.091719,0.194605,0.210445,0.014081,0.108719,0.061612,0.020546,0.000020,0.297788,0.000465
450,0.902570,0.003725,0.000236,0.000001,0.018201,0.004769,0.068326,0.002172,0.000000,0.000001
451,0.665577,0.089170,0.000737,0.018750,0.013764,0.002684,0.040595,0.167908,0.000006,0.000808
452,0.130616,0.544345,0.013581,0.064659,0.018868,0.139987,0.014898,0.000004,0.015775,0.057267
453,0.836175,0.021278,0.111614,0.000006,0.008716,0.000129,0.007396,0.005004,0.007122,0.002560
454,0.116981,0.191117,0.020930,0.004026,0.027821,0.000381,0.160399,0.000119,0.232988,0.245238
455,0.251007,0.537607,0.000699,0.019551,0.017643,0.007764,0.041930,0.001347,0.104440,0.018012
456,0.113222,0.044374,0.186280,0.007180,0.306362,0.118131,0.130850,0.009130,0.015713,0.068759
457,0.056921,0.066368,0.771142,0.028941,0.016579,0.044972,0.006983,0.000058,0.000293,0.007744
458,0.488597,0.025555,0.001243,0.025967,0.028911,0.103680,0.009728,0.311393,0.002529,0.002398
459,0.279627,0.032140,0.027645,0.021440,0.295926,0.131594,0.089669,0.086353,0.020876,0.014732
460,0.890838,0.015204,0.007210,0.000203,0.024633,0.036937,0.009731,0.010758,0.000002,0.004485
461,0.659786,0.027381,0.000115,0.256304,0.022096,0.005440,0.011330,0.017508,0.000041,0.000000
462,0.980672,0.013559,0.002185,0.000006,0.002000,0.000056,0.000935,0.000051,0.000488,0.000048
463,0.500394,0.248392,0.007852,0.006172,0.142640,0.036382,0.012407,0.029041,0.000012,0.016707
464,0.983670,0.004868,0.006307,0.000055,0.002247,0.001285,0.000732,0.000203,0.000000,0.000633
465,0.878539,0.000463,0.001411,0.000004,0.006015,0.021847,0.013656,0.075562,0.001156,0.001348
466,0.726751,0.010461,0.012094,0.001207,0.072898,0.002330,0.008506,0.153305,0.000074,0.012374
467,0.797918,0.003562,0.088154,0.033189,0.019846,0.014632,0.025392,0.004861,0.000074,0.012372
468,0.732394,0.128386,0.076448,0.000754,0.022965,0.013175,0.009082,0.007181,0.000050,0.009564
469,0.332738,0.326339,0.000210,0.171794,0.042325,0.120649,0.004945,0.000979,0.000000,0.000021
470,0.100759,0.013519,0.003376,0.000389,0.060207,0.007576,0.022062,0.499802,0.000863,0.291447
471,0.349750,0.000906,0.520611,0.002124,0.069042,0.022054,0.034361,0.000644,0.000003,0.000504
472,0.703480,0.001052,0.002839,0.000069,0.002669,0.001156,0.051874,0.002396,0.000001,0.234464
473,0.558919,0.415517,0.000221,0.000555,0.001742,0.007650,0.014797,0.000500,0.000001,0.000099
474,0.921221,0.010190,0.000025,0.016962,0.007543,0.006298,0.004753,0.032927,0.000001,0.000080
475,0.074926,0.916055,0.000915,0.000292,0.005886,0.000772,0.000800,0.000000,0.000001,0.000352
476,0.416273,0.338324,0.005618,0.000009,0.005613,0.043512,0.063511,0.073429,0.000000,0.053713
477,0.107380,0.167333,0.588253,0.016326,0.019594,0.002390,0.011572,0.074562,0.009788,0.002803
478,0.489537,0.000536,0.001510,0.007610,0.000193,0.482698,0.000147,0.017088,0.000110,0.000572
479,0.616563,0.026112,0.081592,0.087534,0.018016,0.098995,0.034636,0.018968,0.013171,0.004412
